CODE_CORRESPONDANCE;Correspondance;Acte Externe;Acte RC;Libellé Acte;DMT;DMT;Domaine Court Séjour;Libellé DCS;Base de Remboursement;Spécialité;Libellé Spécialité;Mode de traitement;Libellé Mode de traitement;Nature d'assurance;Libellé Nature d'assurance;DEBUT_EFFET;FIN_EFFET;DATE_CREATION;DATE_MAJ;CODE_CAT_PROF_SANTE;CAT_PROF_SANTE;CODE_GARANTIE_ELEMENTAIRE;GARANTIE_ELEMENTAIRE;TYPE_SECTEUR_CONVENTIONNE;CATEGORIE_DENT;AUTEUR_CREATION;AUTEUR_MAJ
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;798;HÉMODIALYSE HÉMOFILTRATION PR CHRONIQUES ENFANTS;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;798;HÉMODIALYSE HÉMOFILTRATION PR CHRONIQUES ENFANTS;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;799;ASSIST. VENTIL. PROTH. EXTRA-THORACIQUE (INSUFF.;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;799;ASSIST. VENTIL. PROTH. EXTRA-THORACIQUE (INSUFF.;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;800;ASSIST. VENTIL. PRESSION POSITIVE CONTINUE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;800;ASSIST. VENTIL. PRESSION POSITIVE CONTINUE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;801;INSULINOTHÉRAPIE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;801;INSULINOTHÉRAPIE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;803;PSYCHIATRIE POUR ARRIÉRÉS PROFONDS;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;803;PSYCHIATRIE POUR ARRIÉRÉS PROFONDS;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;808;SECTORISATION PSYCHIATRIQUE MILIEU PÉNITENCIAIRE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;808;SECTORISATION PSYCHIATRIQUE MILIEU PÉNITENCIAIRE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;809;HÉMATOLOGIE PÉDIATRIQUE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;809;HÉMATOLOGIE PÉDIATRIQUE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9CPME;Chambre particulière médecine;825;SOINS ACCOMPAGNEMENT MALADES EN PHASE TERMINALE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;825;SOINS ACCOMPAGNEMENT MALADES EN PHASE TERMINALE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;825;SOINS ACCOMPAGNEMENT MALADES EN PHASE TERMINALE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;826;TRAITEMENTS SPÉCIALISÉS CONTRE LA DOULEUR;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;826;TRAITEMENTS SPÉCIALISÉS CONTRE LA DOULEUR;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;827;NUTRITION ENTÉRALE À DOMICILE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;827;NUTRITION ENTÉRALE À DOMICILE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;828;CURE THERMALE POUR MALADIES CARDIO-ARTÉRIELLES;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;828;CURE THERMALE POUR MALADIES CARDIO-ARTÉRIELLES;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;829;CURE THERMALE EN NEUROLOGIE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;829;CURE THERMALE EN NEUROLOGIE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;830;CURE THERMALE POUR AFFECTIONS PSYCHOSOMATIQUES;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;830;CURE THERMALE POUR AFFECTIONS PSYCHOSOMATIQUES;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;831;CURE THERMALE EN PHLÉBOLOGIE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;831;CURE THERMALE EN PHLÉBOLOGIE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;832;CURE THERMALE TROUBLES DÉVELOPPEMENT ENFANT;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;832;CURE THERMALE TROUBLES DÉVELOPPEMENT ENFANT;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;833;CURE THERMALE EN GYNÉCOLOGIE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;833;CURE THERMALE EN GYNÉCOLOGIE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;834;CURE THER. MALADIES APP. DIGESTIF MAL. MÉTABO.;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;834;CURE THER. MALADIES APP. DIGESTIF MAL. MÉTABO.;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;835;CURE THER. MALADIES APP. URINAIRE MAL. MÉTABO.;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;835;CURE THER. MALADIES APP. URINAIRE MAL. MÉTABO.;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9CPPS;Chambre particulière psychiatrie;860;HOSPI COMPLETE PLUS 18 ANS;;;;;;;;;;2022-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-01-13 00:00:00.000;2022-01-13 00:00:00.000;;;;;2;;45BLANJN;45BLANJN
CORR01;NOEMIE AS et TP;RP;9CPPS;Chambre particulière psychiatrie;861;HOSPI PARTIELLE PLUS 18 ANS;;;;;;;;;;2022-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-01-13 00:00:00.000;2022-01-13 00:00:00.000;;;;;2;;45BLANJN;45BLANJN
CORR01;NOEMIE AS et TP;RP;9CPPS;Chambre particulière psychiatrie;862;HOSPI COMPLETE MOINS 18 ANS;;;;;;;;;;2022-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-01-13 00:00:00.000;2022-01-13 00:00:00.000;;;;;2;;45BLANJN;45BLANJN
CORR01;NOEMIE AS et TP;RP;9CPPS;Chambre particulière psychiatrie;863;HOSPI PARTIELLE MOINS 18 ANS;;;;;;;;;;2022-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-01-13 00:00:00.000;2022-01-13 00:00:00.000;;;;;2;;45BLANJN;45BLANJN
CORR01;NOEMIE AS et TP;RP;9CPPS;Chambre particulière psychiatrie;864;CENTRE DE CRISE PLUS 18 ANS;;;;;;;;;;2022-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-01-13 00:00:00.000;2022-01-13 00:00:00.000;;;;;2;;45BLANJN;45BLANJN
CORR01;NOEMIE AS et TP;RP;9CPPS;Chambre particulière psychiatrie;865;CENTRE DE CRISE MOINS 18 ANS;;;;;;;;;;2022-01-01 00:00:00.000;9999-12-31 00:00:00.000;2022-01-13 00:00:00.000;2022-01-13 00:00:00.000;;;;;2;;45BLANJN;45BLANJN
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;957;SOINS PALLIATIFS EN SSR;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;957;SOINS PALLIATIFS EN SSR;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;958;SÉCURITÉ ET ENVIRONNEMENT HOSPITALIER;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9PIA;Chambre particulière ambulatoire;958;SÉCURITÉ ET ENVIRONNEMENT HOSPITALIER;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR01;NOEMIE AS et TP;RP;9CPCO;Chambre particulière convalescence;960;UNITE INTEGREE SERVICES SOINS DE SUITE ET READAPT.;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;;;;;2;;EDELAUAD;EDELAUAD
CORR02;Autres AS et TP;RP;9CPCH;Chambre particulière chirurgie;;;C;Chirurgie;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-01-16 00:00:00.000;2017-01-16 00:00:00.000;;;;;2;;44HEGRCE;44HEGRCE
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;;;M;Maladie;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-01-16 00:00:00.000;2017-01-16 00:00:00.000;;;;;2;;44HEGRCE;44HEGRCE
CORR02;Autres AS et TP;RP;9CPMA;Chambre particulière maternité;;;O;Obstétrique;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-01-16 00:00:00.000;2017-01-16 00:00:00.000;;;;;2;;44HEGRCE;44HEGRCE
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;102;MALADIES INFECTIEUSES;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-24 00:00:00.000;2017-07-24 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;102;MALADIES INFECTIEUSES;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-24 00:00:00.000;2017-07-24 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;102;MALADIES INFECTIEUSES;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-24 00:00:00.000;2017-07-24 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;103;TOXICOLOGIE (EN PART. ACTIVITÉ CENTRE ANTI-POISON);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;103;TOXICOLOGIE (EN PART. ACTIVITÉ CENTRE ANTI-POISON);;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;103;TOXICOLOGIE (EN PART. ACTIVITÉ CENTRE ANTI-POISON);;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;104;RÉANIMATION MÉDICALE (Y COMPRIS SOINS INTENSIFS);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;104;RÉANIMATION MÉDICALE (Y COMPRIS SOINS INTENSIFS);;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;104;RÉANIMATION MÉDICALE (Y COMPRIS SOINS INTENSIFS);;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9CPCH;Chambre particulière chirurgie;105;RÉANIMATION POLYVALENTE (MÉD ET CHIR Y COMPRIS SI);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;105;RÉANIMATION POLYVALENTE (MÉD ET CHIR Y COMPRIS SI);;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;105;RÉANIMATION POLYVALENTE (MÉD ET CHIR Y COMPRIS SI);;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;106;SURVEILLANCE CONTINUE - MÉDECINE (NON COMPRIS SI);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;106;SURVEILLANCE CONTINUE - MÉDECINE (NON COMPRIS SI);;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;106;SURVEILLANCE CONTINUE - MÉDECINE (NON COMPRIS SI);;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;107;SURVEILLANCE CONTINUE POLYVALENTE (MÉD. ET CHIR.);;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;107;SURVEILLANCE CONTINUE POLYVALENTE (MÉD. ET CHIR.);;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;107;SURVEILLANCE CONTINUE POLYVALENTE (MÉD. ET CHIR.);;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;108;PÉDIATRIE INDIFFÉRENCIÉE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;108;PÉDIATRIE INDIFFÉRENCIÉE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;108;PÉDIATRIE INDIFFÉRENCIÉE;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;109;PÉDIATRIE ENFANTS ET ADOLESCENTS;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;109;PÉDIATRIE ENFANTS ET ADOLESCENTS;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;109;PÉDIATRIE ENFANTS ET ADOLESCENTS;;;;;;23;CHIRURGIE OU ANESTHESIE AMBULATOIRE;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9CPME;Chambre particulière médecine;110;PÉDIATRIE NOUVEAUX-NÉS NOURRISSONS INDIFFÉRENCIEE;;;;;;;;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
CORR02;Autres AS et TP;RP;9PIA;Chambre particulière ambulatoire;110;PÉDIATRIE NOUVEAUX-NÉS NOURRISSONS INDIFFÉRENCIEE;;;;;;4;HOSPITALISATION DE JOUR;;;1900-01-01 00:00:00.000;9999-12-31 00:00:00.000;2017-07-26 00:00:00.000;2017-07-26 00:00:00.000;;;;;2;;49NGUYML;49NGUYML
